CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ARTICOLO;DESCRIZIONE;IMBALLO;QUANTITA;UMGEST;PREZZOUNITLORDOEURO;SCONTIESTESI;IVA;PREZZOUNITNETTOEURO;DATACONSEGNA;TOTLORDORIGAEURO;TOTNETTORIGAEURO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;ANNOTAZIONI;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;IDTESTA;IDRIGA;EXPORTCRM;IDTESTARP;IDRIGARP
C  2536;COLGATE-PALMOLIVE EUROPE SARL;;NULL;DCG/2017/706;DDT Campionatura Cliente;706;2017-06-23 00:00:00.000;20021#220XXX;AMPHOTENSID B4/C CP-SB;NULL;15.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2017-04-13 00:00:00.000;3.7500;3.7500;2017;DCG;706;;2017-06-23 00:00:00.000;;DDP SWIDNICA;RIM.DIR.30 GG DF;NULL;NULL;Colgate-Palmolive Company Global Research & Development - Sanex  909 River Road,  Piscataway-USA;148393;462116;2;1;453941;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2017/707;DDT Campionatura Cliente;707;2017-06-23 00:00:00.000;11299;OPACIFIER 621;NULL;2.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2017-04-20 00:00:00.000;.5000;.5000;2017;DCG;707;;2017-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;SOCIETE CELLANDE MONTRET "LE NUZERET" SAINT VINCENT EN BRESSE (FRANCIA);148394;462118;2;1;454681;1
C  2404;COSMOCHEM SA;;NULL;DCG/2017/708;DDT Campionatura Cliente;708;2017-06-23 00:00:00.000;32650;WAXEMULSION 1864;FUSTO 130 KG;1.000;KG;2.550000;;NON IMP.ART.41 DL 331/93;2.550000;2017-04-04 00:00:00.000;2.5500;2.5500;2017;DCG;708;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148395;462119;2;1;452865;1
C  2404;COSMOCHEM SA;;NULL;DCG/2017/708;DDT Campionatura Cliente;708;2017-06-23 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;CUBO 1000 KG - PLT LEGNO 100X120 CM;1.000;KG;1.650000;;NON IMP.ART.41 DL 331/93;1.650000;2017-04-04 00:00:00.000;1.6500;1.6500;2017;DCG;708;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148395;462119;3;1;452865;2
C  2404;COSMOCHEM SA;;NULL;DCG/2017/708;DDT Campionatura Cliente;708;2017-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-04 00:00:00.000;.0000;.0000;2017;DCG;708;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148395;462119;4;1;452865;3
C  2404;COSMOCHEM SA;;NULL;DCG/2017/708;DDT Campionatura Cliente;708;2017-06-23 00:00:00.000;20265#000XXX;PURTON CFD;NULL;2.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-04 00:00:00.000;.0000;.0000;2017;DCG;708;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148395;462119;5;1;452865;4
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2017/709;DDT Campionatura Cliente;709;2017-06-23 00:00:00.000;20247#000XXX;PROTELAN AGL/95;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2017-03-07 00:00:00.000;.2500;.2500;2017;DCG;709;;2017-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;148396;462120;2;1;449591;1
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;2;1;454322;1
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;3;1;454322;2
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;4;1;454322;3
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20043#000XXX;AMPHOTENSID COX/C;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;5;1;454322;4
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;43078;ZETEMULS HE;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;6;1;454322;5
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;43053;AMPHOTENSID GB 2009 CONC.;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;7;1;454322;6
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20236#243XXX;PROTELAN MGL - E;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;8;1;454322;7
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;32410;OXETAL VD 92;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;9;1;454322;8
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20235#000XXX;PROTELAN 1430;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;10;1;454322;9
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20285#000XXX;PROTELAN GC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;11;1;454322;10
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;21106#000XXX;ZETEMOL 2IS;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;12;1;454322;11
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20296#000XXX;PROTELAN ESG;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;13;1;454322;12
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20500#000XXX;ZETESOL ZN;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;14;1;454322;13
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20240#000XXX;PROTELAN AG 8;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;15;1;454322;14
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;43125;GALANIUM ZN 3H Powder;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;16;1;454322;15
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;21107#000XXX;ZETEMOL OSB;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;17;1;454322;16
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;43171;T-OIL OLO;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;18;1;454322;17
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20067#000XXX;ZETEMOL ISL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;19;1;454322;18
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;21109#000XXX;ZETEMOL CSO;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;20;1;454322;19
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;21110#000XXX;ZETEMOL 99;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;21;1;454322;20
C  2944;OXFORDLAAN 70;;NULL;DCG/2017/710;DDT Campionatura Cliente;710;2017-06-23 00:00:00.000;20493#000XXX;ZETEMOL AL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2017-04-18 00:00:00.000;.0000;.0000;2017;DCG;710;;2017-06-23 00:00:00.000;;NULL;NULL;NULL;NULL;;148397;462121;22;1;454322;21
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2017/711;DDT Campionatura Cliente;711;2017-06-23 00:00:00.000;20300#264XXX;SETACIN 103/SPEZIAL NP;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2017-04-12 00:00:00.000;.2500;.2500;2017;DCG;711;;2017-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;TERRE DE COULEUR ZA DE CHATENAY- RUE DE CHATENAY ROCHECORBON- FRANCIA;148398;462122;2;1;453661;1
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/712;DDT Campionatura Cliente;712;2017-06-23 00:00:00.000;20367#000XXX;SULFETAL LM HC;NULL;1.000;KG;.500000;;NON IMP.ART.8 LETT.A-B-C;.500000;2017-04-13 00:00:00.000;.5000;.5000;2017;DCG;712;;2017-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIFA AG FRENKENDORF RHEINSTRASSE 99 FRENKENDORF -SVIZZERA;148399;462123;2;1;453977;1
C  2404;COSMOCHEM SA;;NULL;DCG/2017/713;DDT Campionatura Cliente;713;2017-06-23 00:00:00.000;20300#264XXX;SETACIN 103/SPEZIAL NP;NULL;5.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-13 00:00:00.000;.0000;.0000;2017;DCG;713;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMETOLAB RIGA FERROU 23 METAMORFOSI ATHENS, GREECE;148400;462124;2;1;453935;1
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20385#095XXX;SULFETAL LS A PH ALTO;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;2;1;453680;1
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;3;1;453680;2
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;43053;AMPHOTENSID GB 2009 CONC.;CISTERNA;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;4;1;453680;3
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20240#000XXX;PROTELAN AG 8;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;5;1;453680;4
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20410#104XXX;SULFETAL MG/D;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;6;1;453680;5
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20355#104XXX;SULFETAL LA/D;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;7;1;453680;6
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20258#000XXX;PROTELAN ENS;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;8;1;453680;7
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;43225;SORBITOL LGK;CISTERNA;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;9;1;453680;8
C  2404;COSMOCHEM SA;;NULL;DCG/2017/714;DDT Campionatura Cliente;714;2017-06-23 00:00:00.000;20229#000XXX;LUMOROL CMS;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-12 00:00:00.000;.0000;.0000;2017;DCG;714;;2017-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM CHEMICALS MARINOU ANTIPA 96 & ANTHRAKORICHON 17 NEA IONIA, ATHENS, GREECE;148401;462126;10;1;453680;9
C  1044;M.A.C. MONDIAL ASSISTANCE CHIMIQUE SARL;A    12;MONDIAL ASSISTANCE CHIMIQUE;DCG/2017/715;DDT Campionatura Cliente;715;2017-06-23 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;715;;2017-06-23 00:00:00.000;;CFR TUNISI;30 GG DATA B/L;NULL;NULL;;148402;462127;2;1;453616;1
C  1044;M.A.C. MONDIAL ASSISTANCE CHIMIQUE SARL;A    12;MONDIAL ASSISTANCE CHIMIQUE;DCG/2017/715;DDT Campionatura Cliente;715;2017-06-23 00:00:00.000;20235#000XXX;PROTELAN 1430;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;715;;2017-06-23 00:00:00.000;;CFR TUNISI;30 GG DATA B/L;NULL;NULL;;148402;462127;3;1;453616;2
C  1044;M.A.C. MONDIAL ASSISTANCE CHIMIQUE SARL;A    12;MONDIAL ASSISTANCE CHIMIQUE;DCG/2017/715;DDT Campionatura Cliente;715;2017-06-23 00:00:00.000;20247#000XXX;PROTELAN AGL/95;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;715;;2017-06-23 00:00:00.000;;CFR TUNISI;30 GG DATA B/L;NULL;NULL;;148402;462127;4;1;453616;3
C  1044;M.A.C. MONDIAL ASSISTANCE CHIMIQUE SARL;A    12;MONDIAL ASSISTANCE CHIMIQUE;DCG/2017/715;DDT Campionatura Cliente;715;2017-06-23 00:00:00.000;20236#000XXX;PROTELAN MGL;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;715;;2017-06-23 00:00:00.000;;CFR TUNISI;30 GG DATA B/L;NULL;NULL;;148402;462127;5;1;453616;4
C  1044;M.A.C. MONDIAL ASSISTANCE CHIMIQUE SARL;A    12;MONDIAL ASSISTANCE CHIMIQUE;DCG/2017/715;DDT Campionatura Cliente;715;2017-06-23 00:00:00.000;43053;AMPHOTENSID GB 2009 CONC.;CISTERNA;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;715;;2017-06-23 00:00:00.000;;CFR TUNISI;30 GG DATA B/L;NULL;NULL;;148402;462127;6;1;453616;5
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2017/716;DDT Campionatura Cliente;716;2017-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2017-04-11 00:00:00.000;.2500;.2500;2017;DCG;716;;2017-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;BIO-EX ZI LA PETITE OLIVIERE MONTROTTIER -FRANCIA;148403;462128;2;1;453530;1
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/717;DDT Campionatura Cliente;717;2017-06-23 00:00:00.000;20060#000XXX;AMPHOTENSID DMOX;NULL;1.000;KG;.500000;;NON IMP.ART.8 LETT.A-B-C;.500000;2017-04-07 00:00:00.000;.5000;.5000;2017;DCG;717;;2017-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MATOCHEM GMBH fischingerstrasse 66 SIRNACH - SVIZZERA;148404;462129;2;1;453279;1
C  1038;LEMMEL S.A.;;NULL;DCG/2017/718;DDT Campionatura Cliente;718;2017-06-23 00:00:00.000;20053#000XXX;PROTELAN AGE;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-11 00:00:00.000;.0000;.0000;2017;DCG;718;;2017-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;148405;462130;2;1;453550;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2017/719;DDT Campionatura Cliente;719;2017-06-23 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-11 00:00:00.000;.0000;.0000;2017;DCG;719;;2017-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;148406;462131;2;1;453528;1
C  1146;NATIMEL  S.L.;A    21;;DCG/2017/720;DDT Campionatura Cliente;720;2017-06-23 00:00:00.000;20553#000XXX;ZETESOL 270/N;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-06 00:00:00.000;.0000;.0000;2017;DCG;720;;2017-06-23 00:00:00.000;;FCO BILBAO;RIM.DIR.60 GG DF FM;NULL;NULL;;148407;462132;2;1;453129;1
C  1146;NATIMEL  S.L.;A    21;;DCG/2017/720;DDT Campionatura Cliente;720;2017-06-23 00:00:00.000;20355#112XXX;SULFETAL LA B -E;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-06 00:00:00.000;.0000;.0000;2017;DCG;720;;2017-06-23 00:00:00.000;;FCO BILBAO;RIM.DIR.60 GG DF FM;NULL;NULL;;148407;462132;3;1;453129;2
C  1146;NATIMEL  S.L.;A    21;;DCG/2017/720;DDT Campionatura Cliente;720;2017-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-06 00:00:00.000;.0000;.0000;2017;DCG;720;;2017-06-23 00:00:00.000;;FCO BILBAO;RIM.DIR.60 GG DF FM;NULL;NULL;;148407;462132;4;1;453129;3
C  1146;NATIMEL  S.L.;A    21;;DCG/2017/720;DDT Campionatura Cliente;720;2017-06-23 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-06 00:00:00.000;.0000;.0000;2017;DCG;720;;2017-06-23 00:00:00.000;;FCO BILBAO;RIM.DIR.60 GG DF FM;NULL;NULL;;148407;462132;5;1;453129;4
C  1015;P.C. INTERTRADE CO. LTD;;NULL;DCG/2017/721;DDT Campionatura Cliente;721;2017-06-23 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-06 00:00:00.000;.2500;.2500;2017;DCG;721;;2017-06-23 00:00:00.000;;CIF BANGKOK;120 GG DATA B/L;NULL;NULL;;148408;462133;2;1;453124;1
C  1015;P.C. INTERTRADE CO. LTD;;NULL;DCG/2017/721;DDT Campionatura Cliente;721;2017-06-23 00:00:00.000;20249#000XXX;PROTELAN AGL 95/C;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2017-04-06 00:00:00.000;.2500;.2500;2017;DCG;721;;2017-06-23 00:00:00.000;;CIF BANGKOK;120 GG DATA B/L;NULL;NULL;;148408;462133;3;1;453124;2
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/722;DDT Campionatura Cliente;722;2017-06-23 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-03 00:00:00.000;.0000;.0000;2017;DCG;722;;2017-06-23 00:00:00.000;;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL.IND.DE CHESTE VIAL 6 CHESTE-VALENCIA- SPAGNA;148409;462134;2;1;452576;1
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/722;DDT Campionatura Cliente;722;2017-06-23 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2017-04-03 00:00:00.000;.0000;.0000;2017;DCG;722;;2017-06-23 00:00:00.000;;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL.IND.DE CHESTE VIAL 6 CHESTE-VALENCIA- SPAGNA;148409;462134;3;1;452576;2
